Parameters for cropping eye images
Name of the iris sample, iris x-coordinate, iris y-coordinate, iris radius
u059_s01_iris_ds2-lg-0l_01.bmp,267,348,108
u059_s01_iris_ds2-lg-0l_02.bmp,302,323,110
u059_s02_iris_ds2-lg-0l_01.bmp,293,350,110
u059_s02_iris_ds2-lg-0l_02.bmp,271,345,107
u059_s01_iris_ds2-lg-0r_01.bmp,296,325,105
u059_s01_iris_ds2-lg-0r_02.bmp,287,336,105
u059_s02_iris_ds2-lg-0r_01.bmp,300,336,105
u059_s02_iris_ds2-lg-0r_02.bmp,340,334,102
u061_s01_iris_ds2-lg-0l_01.bmp,276,263,110
u061_s01_iris_ds2-lg-0l_02.bmp,241,320,113
u061_s02_iris_ds2-lg-0l_01.bmp,248,238,110
u061_s02_iris_ds2-lg-0l_02.bmp,268,290,112
u061_s01_iris_ds2-lg-0r_01.bmp,260,268,105
u061_s01_iris_ds2-lg-0r_02.bmp,262,258,105
u061_s02_iris_ds2-lg-0r_01.bmp,257,251,107
u061_s02_iris_ds2-lg-0r_02.bmp,252,276,107
u062_s01_iris_ds2-lg-0l_01.bmp,319,334,115
u062_s01_iris_ds2-lg-0l_02.bmp,335,351,115
u062_s02_iris_ds2-lg-0l_01.bmp,257,343,112
u062_s02_iris_ds2-lg-0l_02.bmp,276,370,112
u062_s01_iris_ds2-lg-0r_01.bmp,280,325,115
u062_s01_iris_ds2-lg-0r_02.bmp,292,304,112
u062_s02_iris_ds2-lg-0r_01.bmp,230,343,117
u062_s02_iris_ds2-lg-0r_02.bmp,274,364,112
u063_s01_iris_ds2-lg-0l_01.bmp,254,371,112
u063_s01_iris_ds2-lg-0l_02.bmp,257,382,108
u063_s02_iris_ds2-lg-0l_01.bmp,250,332,112
u063_s02_iris_ds2-lg-0l_02.bmp,292,343,110
u063_s01_iris_ds2-lg-0r_01.bmp,263,328,107
u063_s01_iris_ds2-lg-0r_02.bmp,251,312,107
u063_s02_iris_ds2-lg-0r_01.bmp,305,327,103
u063_s02_iris_ds2-lg-0r_02.bmp,318,320,107
u064_s01_iris_ds2-lg-0l_01.bmp,267,329,113
u064_s01_iris_ds2-lg-0l_02.bmp,283,346,113
u064_s02_iris_ds2-lg-0l_01.bmp,265,373,113
u064_s02_iris_ds2-lg-0l_02.bmp,286,318,115
u064_s01_iris_ds2-lg-0r_01.bmp,262,314,110
u064_s01_iris_ds2-lg-0r_02.bmp,287,313,113
u064_s02_iris_ds2-lg-0r_01.bmp,245,315,112
u064_s02_iris_ds2-lg-0r_02.bmp,271,291,108
u065_s01_iris_ds2-lg-0l_01.bmp,183,337,115
u065_s01_iris_ds2-lg-0l_02.bmp,235,320,117
u065_s02_iris_ds2-lg-0l_01.bmp,270,337,118
u065_s02_iris_ds2-lg-0l_02.bmp,265,332,118
u065_s01_iris_ds2-lg-0r_01.bmp,220,305,115
u065_s01_iris_ds2-lg-0r_02.bmp,227,318,113
u065_s02_iris_ds2-lg-0r_01.bmp,265,365,117
u065_s02_iris_ds2-lg-0r_02.bmp,284,332,113
u066_s01_iris_ds2-lg-0l_01.bmp,277,323,108
u066_s01_iris_ds2-lg-0l_02.bmp,281,288,108
u066_s02_iris_ds2-lg-0l_01.bmp,260,392,112
u066_s02_iris_ds2-lg-0l_02.bmp,282,364,110
u066_s01_iris_ds2-lg-0r_01.bmp,325,344,105
u066_s01_iris_ds2-lg-0r_02.bmp,295,400,107
u066_s02_iris_ds2-lg-0r_01.bmp,293,371,108
u066_s02_iris_ds2-lg-0r_02.bmp,295,335,110
u067_s01_iris_ds2-lg-0l_01.bmp,245,303,115
u067_s01_iris_ds2-lg-0l_02.bmp,247,253,118
u067_s02_iris_ds2-lg-0l_01.bmp,270,275,113
u067_s02_iris_ds2-lg-0l_02.bmp,268,272,115
u067_s01_iris_ds2-lg-0r_01.bmp,278,314,117
u067_s01_iris_ds2-lg-0r_02.bmp,251,259,117
u067_s02_iris_ds2-lg-0r_01.bmp,242,287,117
u067_s02_iris_ds2-lg-0r_02.bmp,262,317,115
u068_s01_iris_ds2-lg-0l_01.bmp,289,281,110
u068_s01_iris_ds2-lg-0l_02.bmp,284,262,103
u068_s02_iris_ds2-lg-0l_01.bmp,277,287,105
u068_s02_iris_ds2-lg-0l_02.bmp,281,266,105
u068_s01_iris_ds2-lg-0r_01.bmp,297,345,102
u068_s01_iris_ds2-lg-0r_02.bmp,293,337,112
u068_s02_iris_ds2-lg-0r_01.bmp,237,303,100
u068_s02_iris_ds2-lg-0r_02.bmp,273,315,102
u069_s01_iris_ds2-lg-0l_01.bmp,260,360,113
u069_s01_iris_ds2-lg-0l_02.bmp,247,278,113
u069_s02_iris_ds2-lg-0l_01.bmp,250,328,110
u069_s02_iris_ds2-lg-0l_02.bmp,282,302,112
u069_s01_iris_ds2-lg-0r_01.bmp,275,346,110
u069_s01_iris_ds2-lg-0r_02.bmp,282,347,112
u069_s02_iris_ds2-lg-0r_01.bmp,253,327,112
u069_s02_iris_ds2-lg-0r_02.bmp,271,326,108
u070_s01_iris_ds2-lg-0l_01.bmp,273,325,112
u070_s01_iris_ds2-lg-0l_02.bmp,305,322,113
u070_s02_iris_ds2-lg-0l_01.bmp,246,343,113
u070_s02_iris_ds2-lg-0l_02.bmp,270,358,110
u070_s01_iris_ds2-lg-0r_01.bmp,252,288,107
u070_s01_iris_ds2-lg-0r_02.bmp,280,325,108
u070_s02_iris_ds2-lg-0r_01.bmp,252,389,110
u070_s02_iris_ds2-lg-0r_02.bmp,262,352,112
u071_s01_iris_ds2-lg-0l_01.bmp,267,401,107
u071_s01_iris_ds2-lg-0l_02.bmp,273,368,105
u071_s02_iris_ds2-lg-0l_01.bmp,246,274,105
u071_s02_iris_ds2-lg-0l_02.bmp,217,309,108
u071_s01_iris_ds2-lg-0r_01.bmp,271,362,102
u071_s01_iris_ds2-lg-0r_02.bmp,293,276,100
u071_s02_iris_ds2-lg-0r_01.bmp,262,345,100
u071_s02_iris_ds2-lg-0r_02.bmp,238,350,102
u072_s01_iris_ds2-lg-0l_01.bmp,197,365,103
u072_s01_iris_ds2-lg-0l_02.bmp,225,322,112
u072_s02_iris_ds2-lg-0l_01.bmp,258,263,105
u072_s02_iris_ds2-lg-0l_02.bmp,235,288,110
u072_s01_iris_ds2-lg-0r_01.bmp,238,347,110
u072_s01_iris_ds2-lg-0r_02.bmp,222,328,110
u072_s02_iris_ds2-lg-0r_01.bmp,229,278,100
u072_s02_iris_ds2-lg-0r_02.bmp,266,250,103
u074_s01_iris_ds2-lg-0l_01.bmp,258,360,115
u074_s01_iris_ds2-lg-0l_02.bmp,310,358,112
u074_s02_iris_ds2-lg-0l_01.bmp,241,378,112
u074_s02_iris_ds2-lg-0l_02.bmp,260,343,113
u074_s01_iris_ds2-lg-0r_01.bmp,290,305,108
u074_s01_iris_ds2-lg-0r_02.bmp,248,352,105
u074_s02_iris_ds2-lg-0r_01.bmp,233,311,112
u074_s02_iris_ds2-lg-0r_02.bmp,255,363,108
u075_s01_iris_ds2-lg-0l_01.bmp,296,344,110
u075_s01_iris_ds2-lg-0l_02.bmp,302,367,108
u075_s02_iris_ds2-lg-0l_01.bmp,330,402,110
u075_s02_iris_ds2-lg-0l_02.bmp,332,402,108
u075_s01_iris_ds2-lg-0r_01.bmp,302,288,107
u075_s01_iris_ds2-lg-0r_02.bmp,323,352,93
u075_s02_iris_ds2-lg-0r_01.bmp,347,347,112
u075_s02_iris_ds2-lg-0r_02.bmp,286,338,102
u076_s01_iris_ds2-lg-0l_01.bmp,281,361,118
u076_s01_iris_ds2-lg-0l_02.bmp,282,361,117
u076_s02_iris_ds2-lg-0l_01.bmp,258,351,118
u076_s02_iris_ds2-lg-0l_02.bmp,280,345,118
u076_s01_iris_ds2-lg-0r_01.bmp,293,312,118
u076_s01_iris_ds2-lg-0r_02.bmp,277,293,113
u076_s02_iris_ds2-lg-0r_01.bmp,276,321,115
u076_s02_iris_ds2-lg-0r_02.bmp,277,338,113
u077_s01_iris_ds2-lg-0l_01.bmp,305,342,117
u077_s01_iris_ds2-lg-0l_02.bmp,257,361,115
u077_s02_iris_ds2-lg-0l_01.bmp,189,397,117
u077_s02_iris_ds2-lg-0l_02.bmp,214,339,117
u077_s01_iris_ds2-lg-0r_01.bmp,237,300,113
u077_s01_iris_ds2-lg-0r_02.bmp,228,326,110
u077_s02_iris_ds2-lg-0r_01.bmp,258,382,117
u077_s02_iris_ds2-lg-0r_02.bmp,175,305,117
u078_s01_iris_ds2-lg-0l_01.bmp,291,295,110
u078_s01_iris_ds2-lg-0l_02.bmp,288,347,112
u078_s02_iris_ds2-lg-0l_01.bmp,268,316,112
u078_s02_iris_ds2-lg-0l_02.bmp,270,297,108
u078_s01_iris_ds2-lg-0r_01.bmp,298,355,113
u078_s01_iris_ds2-lg-0r_02.bmp,304,285,117
u078_s02_iris_ds2-lg-0r_01.bmp,276,212,110
u078_s02_iris_ds2-lg-0r_02.bmp,282,272,108
u079_s01_iris_ds2-lg-0l_01.bmp,279,315,112
u079_s01_iris_ds2-lg-0l_02.bmp,223,342,112
u079_s02_iris_ds2-lg-0l_01.bmp,255,365,112
u079_s02_iris_ds2-lg-0l_02.bmp,258,353,112
u079_s01_iris_ds2-lg-0r_01.bmp,208,395,113
u079_s01_iris_ds2-lg-0r_02.bmp,253,315,113
u079_s02_iris_ds2-lg-0r_01.bmp,240,312,112
u079_s02_iris_ds2-lg-0r_02.bmp,250,327,110
u080_s01_iris_ds2-lg-0l_01.bmp,252,309,110
u080_s01_iris_ds2-lg-0l_02.bmp,250,331,110
u080_s02_iris_ds2-lg-0l_01.bmp,215,308,112
u080_s02_iris_ds2-lg-0l_02.bmp,288,202,118
u080_s01_iris_ds2-lg-0r_01.bmp,232,322,108
u080_s01_iris_ds2-lg-0r_02.bmp,288,265,110
u080_s02_iris_ds2-lg-0r_01.bmp,285,307,107
u080_s02_iris_ds2-lg-0r_02.bmp,282,258,112
u081_s01_iris_ds2-lg-0l_01.bmp,255,312,105
u081_s01_iris_ds2-lg-0l_02.bmp,260,315,110
u081_s02_iris_ds2-lg-0l_01.bmp,266,328,103
u081_s02_iris_ds2-lg-0l_02.bmp,258,370,102
u081_s01_iris_ds2-lg-0r_01.bmp,276,305,107
u081_s01_iris_ds2-lg-0r_02.bmp,270,286,107
u081_s02_iris_ds2-lg-0r_01.bmp,267,321,105
u081_s02_iris_ds2-lg-0r_02.bmp,268,303,100
u082_s01_iris_ds2-lg-0l_01.bmp,260,330,110
u082_s01_iris_ds2-lg-0l_02.bmp,263,332,112
u082_s02_iris_ds2-lg-0l_01.bmp,298,375,108
u082_s02_iris_ds2-lg-0l_02.bmp,305,333,110
u082_s01_iris_ds2-lg-0r_01.bmp,267,297,107
u082_s01_iris_ds2-lg-0r_02.bmp,263,280,107
u082_s02_iris_ds2-lg-0r_01.bmp,288,290,107
u082_s02_iris_ds2-lg-0r_02.bmp,275,302,107
u083_s01_iris_ds2-lg-0l_01.bmp,206,347,107
u083_s01_iris_ds2-lg-0l_02.bmp,233,314,108
u083_s02_iris_ds2-lg-0l_01.bmp,268,351,112
u083_s02_iris_ds2-lg-0l_02.bmp,214,299,110
u083_s01_iris_ds2-lg-0r_01.bmp,295,325,107
u083_s01_iris_ds2-lg-0r_02.bmp,275,328,108
u083_s02_iris_ds2-lg-0r_01.bmp,249,304,108
u083_s02_iris_ds2-lg-0r_02.bmp,278,300,115
u084_s01_iris_ds2-lg-0l_01.bmp,281,270,108
u084_s01_iris_ds2-lg-0l_02.bmp,303,312,110
u084_s02_iris_ds2-lg-0l_01.bmp,290,303,112
u084_s02_iris_ds2-lg-0l_02.bmp,280,301,110
u084_s01_iris_ds2-lg-0r_01.bmp,293,306,115
u084_s01_iris_ds2-lg-0r_02.bmp,297,291,115
u084_s02_iris_ds2-lg-0r_01.bmp,285,268,105
u084_s02_iris_ds2-lg-0r_02.bmp,299,291,112
u085_s01_iris_ds2-lg-0l_01.bmp,309,305,110
u085_s01_iris_ds2-lg-0l_02.bmp,290,338,112
u085_s02_iris_ds2-lg-0l_01.bmp,255,342,110
u085_s02_iris_ds2-lg-0l_02.bmp,261,342,113
u085_s01_iris_ds2-lg-0r_01.bmp,280,328,112
u085_s01_iris_ds2-lg-0r_02.bmp,294,305,105
u085_s02_iris_ds2-lg-0r_01.bmp,308,343,105
u085_s02_iris_ds2-lg-0r_02.bmp,250,330,105
u086_s01_iris_ds2-lg-0l_01.bmp,293,390,107
u086_s01_iris_ds2-lg-0l_02.bmp,250,355,105
u086_s02_iris_ds2-lg-0l_01.bmp,248,368,103
u086_s02_iris_ds2-lg-0l_02.bmp,224,385,105
u086_s01_iris_ds2-lg-0r_01.bmp,216,336,105
u086_s01_iris_ds2-lg-0r_02.bmp,212,400,103
u086_s02_iris_ds2-lg-0r_01.bmp,238,309,103
u086_s02_iris_ds2-lg-0r_02.bmp,238,310,102
u087_s01_iris_ds2-lg-0l_01.bmp,293,317,115
u087_s01_iris_ds2-lg-0l_02.bmp,312,272,113
u087_s02_iris_ds2-lg-0l_01.bmp,255,255,118
u087_s02_iris_ds2-lg-0l_02.bmp,268,272,115
u087_s01_iris_ds2-lg-0r_01.bmp,229,308,108
u087_s01_iris_ds2-lg-0r_02.bmp,286,278,112
u087_s02_iris_ds2-lg-0r_01.bmp,215,350,108
u087_s02_iris_ds2-lg-0r_02.bmp,265,291,112
u088_s01_iris_ds2-lg-0l_01.bmp,250,326,118
u088_s01_iris_ds2-lg-0l_02.bmp,193,346,110
u088_s02_iris_ds2-lg-0l_01.bmp,268,380,120
u088_s02_iris_ds2-lg-0l_02.bmp,242,365,115
u088_s01_iris_ds2-lg-0r_01.bmp,181,323,115
u088_s01_iris_ds2-lg-0r_02.bmp,228,320,113
u088_s02_iris_ds2-lg-0r_01.bmp,290,303,113
u088_s02_iris_ds2-lg-0r_02.bmp,239,318,117
u089_s01_iris_ds2-lg-0l_01.bmp,228,396,112
u089_s01_iris_ds2-lg-0l_02.bmp,240,347,115
u089_s02_iris_ds2-lg-0l_01.bmp,227,284,112
u089_s02_iris_ds2-lg-0l_02.bmp,319,305,115
u089_s01_iris_ds2-lg-0r_01.bmp,257,268,113
u089_s01_iris_ds2-lg-0r_02.bmp,230,315,113
u089_s02_iris_ds2-lg-0r_01.bmp,296,252,110
u089_s02_iris_ds2-lg-0r_02.bmp,288,226,108
u090_s01_iris_ds2-lg-0l_01.bmp,283,315,123
u090_s01_iris_ds2-lg-0l_02.bmp,291,299,123
u090_s02_iris_ds2-lg-0l_01.bmp,269,270,122
u090_s02_iris_ds2-lg-0l_02.bmp,265,337,120
u090_s01_iris_ds2-lg-0r_01.bmp,282,319,120
u090_s01_iris_ds2-lg-0r_02.bmp,297,300,120
u090_s02_iris_ds2-lg-0r_01.bmp,270,292,118
u090_s02_iris_ds2-lg-0r_02.bmp,282,297,115
u092_s01_iris_ds2-lg-0l_01.bmp,274,320,123
u092_s01_iris_ds2-lg-0l_02.bmp,293,338,122
u092_s02_iris_ds2-lg-0l_01.bmp,281,285,118
u092_s02_iris_ds2-lg-0l_02.bmp,290,340,115
u092_s01_iris_ds2-lg-0r_01.bmp,285,255,113
u092_s01_iris_ds2-lg-0r_02.bmp,308,303,117
u092_s02_iris_ds2-lg-0r_01.bmp,259,298,113
u092_s02_iris_ds2-lg-0r_02.bmp,295,282,112
u093_s01_iris_ds2-lg-0l_01.bmp,250,277,112
u093_s01_iris_ds2-lg-0l_02.bmp,237,307,117
u093_s02_iris_ds2-lg-0l_01.bmp,233,276,112
u093_s02_iris_ds2-lg-0l_02.bmp,252,268,113
u093_s01_iris_ds2-lg-0r_01.bmp,237,320,112
u093_s01_iris_ds2-lg-0r_02.bmp,213,316,108
u093_s02_iris_ds2-lg-0r_01.bmp,240,260,108
u093_s02_iris_ds2-lg-0r_02.bmp,244,267,107
u094_s01_iris_ds2-lg-0l_01.bmp,325,230,112
u094_s01_iris_ds2-lg-0l_02.bmp,243,211,115
u094_s02_iris_ds2-lg-0l_01.bmp,290,353,107
u094_s02_iris_ds2-lg-0l_02.bmp,264,280,112
u094_s01_iris_ds2-lg-0r_01.bmp,208,330,110
u094_s01_iris_ds2-lg-0r_02.bmp,269,372,107
u094_s02_iris_ds2-lg-0r_01.bmp,297,337,107
u094_s02_iris_ds2-lg-0r_02.bmp,282,323,110
u095_s01_iris_ds2-lg-0l_01.bmp,240,327,107
u095_s01_iris_ds2-lg-0l_02.bmp,259,333,110
u095_s02_iris_ds2-lg-0l_01.bmp,263,328,108
u095_s02_iris_ds2-lg-0l_02.bmp,273,318,110
u095_s01_iris_ds2-lg-0r_01.bmp,283,336,105
u095_s01_iris_ds2-lg-0r_02.bmp,229,339,105
u095_s02_iris_ds2-lg-0r_01.bmp,260,319,105
u095_s02_iris_ds2-lg-0r_02.bmp,295,357,105
u096_s01_iris_ds2-lg-0l_01.bmp,248,340,103
u096_s01_iris_ds2-lg-0l_02.bmp,195,335,103
u096_s02_iris_ds2-lg-0l_01.bmp,200,292,105
u096_s02_iris_ds2-lg-0l_02.bmp,195,345,108
u096_s01_iris_ds2-lg-0r_01.bmp,208,326,105
u096_s01_iris_ds2-lg-0r_02.bmp,220,305,102
u096_s02_iris_ds2-lg-0r_01.bmp,249,264,103
u096_s02_iris_ds2-lg-0r_02.bmp,208,293,103
u097_s01_iris_ds2-lg-0l_01.bmp,239,233,112
u097_s01_iris_ds2-lg-0l_02.bmp,235,333,110
u097_s02_iris_ds2-lg-0l_01.bmp,233,355,108
u097_s02_iris_ds2-lg-0l_02.bmp,240,356,112
u097_s01_iris_ds2-lg-0r_01.bmp,207,295,108
u097_s01_iris_ds2-lg-0r_02.bmp,258,275,110
u097_s02_iris_ds2-lg-0r_01.bmp,227,327,107
u097_s02_iris_ds2-lg-0r_02.bmp,251,304,112
u098_s01_iris_ds2-lg-0l_01.bmp,268,308,117
u098_s01_iris_ds2-lg-0l_02.bmp,247,360,115
u098_s02_iris_ds2-lg-0l_01.bmp,285,312,113
u098_s02_iris_ds2-lg-0l_02.bmp,295,317,115
u098_s01_iris_ds2-lg-0r_01.bmp,241,338,110
u098_s01_iris_ds2-lg-0r_02.bmp,273,310,115
u098_s02_iris_ds2-lg-0r_01.bmp,255,355,113
u098_s02_iris_ds2-lg-0r_02.bmp,308,347,113
u099_s01_iris_ds2-lg-0l_01.bmp,236,340,117
u099_s01_iris_ds2-lg-0l_02.bmp,254,385,117
u099_s02_iris_ds2-lg-0l_01.bmp,260,341,105
u099_s02_iris_ds2-lg-0l_02.bmp,241,317,113
u099_s01_iris_ds2-lg-0r_01.bmp,261,326,113
u099_s01_iris_ds2-lg-0r_02.bmp,242,345,108
u099_s02_iris_ds2-lg-0r_01.bmp,250,310,108
u099_s02_iris_ds2-lg-0r_02.bmp,248,259,108
u100_s01_iris_ds2-lg-0l_01.bmp,240,343,105
u100_s01_iris_ds2-lg-0l_02.bmp,248,425,108
u100_s02_iris_ds2-lg-0l_01.bmp,257,392,103
u100_s02_iris_ds2-lg-0l_02.bmp,258,397,103
u100_s01_iris_ds2-lg-0r_01.bmp,245,253,100
u100_s01_iris_ds2-lg-0r_02.bmp,228,275,112
u100_s02_iris_ds2-lg-0r_01.bmp,243,192,103
u100_s02_iris_ds2-lg-0r_02.bmp,285,290,113
u101_s01_iris_ds2-lg-0l_01.bmp,251,327,108
u101_s01_iris_ds2-lg-0l_02.bmp,227,375,108
u101_s02_iris_ds2-lg-0l_01.bmp,250,190,112
u101_s02_iris_ds2-lg-0l_02.bmp,257,332,113
u101_s01_iris_ds2-lg-0r_01.bmp,236,314,107
u101_s01_iris_ds2-lg-0r_02.bmp,265,312,110
u101_s02_iris_ds2-lg-0r_01.bmp,315,363,107
u101_s02_iris_ds2-lg-0r_02.bmp,302,282,113
u102_s01_iris_ds2-lg-0l_01.bmp,272,434,110
u102_s01_iris_ds2-lg-0l_02.bmp,270,499,110
u102_s02_iris_ds2-lg-0l_01.bmp,303,370,110
u102_s02_iris_ds2-lg-0l_02.bmp,257,357,112
u102_s01_iris_ds2-lg-0r_01.bmp,303,300,110
u102_s01_iris_ds2-lg-0r_02.bmp,271,300,112
u102_s02_iris_ds2-lg-0r_01.bmp,297,253,108
u102_s02_iris_ds2-lg-0r_02.bmp,285,285,108
u103_s01_iris_ds2-lg-0l_01.bmp,235,355,110
u103_s01_iris_ds2-lg-0l_02.bmp,241,332,112
u103_s02_iris_ds2-lg-0l_01.bmp,236,330,110
u103_s02_iris_ds2-lg-0l_02.bmp,244,309,113
u103_s01_iris_ds2-lg-0r_01.bmp,233,306,112
u103_s01_iris_ds2-lg-0r_02.bmp,241,315,112
u103_s02_iris_ds2-lg-0r_01.bmp,300,335,107
u103_s02_iris_ds2-lg-0r_02.bmp,272,297,108
u104_s01_iris_ds2-lg-0l_01.bmp,280,413,110
u104_s01_iris_ds2-lg-0l_02.bmp,236,368,105
u104_s02_iris_ds2-lg-0l_01.bmp,328,385,108
u104_s02_iris_ds2-lg-0l_02.bmp,245,380,105
u104_s01_iris_ds2-lg-0r_01.bmp,302,302,107
u104_s01_iris_ds2-lg-0r_02.bmp,287,283,107
u104_s02_iris_ds2-lg-0r_01.bmp,297,353,105
u104_s02_iris_ds2-lg-0r_02.bmp,245,318,105
u105_s01_iris_ds2-lg-0l_01.bmp,246,313,115
u105_s01_iris_ds2-lg-0l_02.bmp,278,439,115
u105_s02_iris_ds2-lg-0l_01.bmp,313,315,108
u105_s02_iris_ds2-lg-0l_02.bmp,291,353,118
u105_s01_iris_ds2-lg-0r_01.bmp,233,227,115
u105_s01_iris_ds2-lg-0r_02.bmp,302,315,113
u105_s02_iris_ds2-lg-0r_01.bmp,280,282,115
u105_s02_iris_ds2-lg-0r_02.bmp,299,187,115
u106_s01_iris_ds2-lg-0l_01.bmp,242,434,112
u106_s01_iris_ds2-lg-0l_02.bmp,221,415,113
u106_s02_iris_ds2-lg-0l_01.bmp,247,343,110
u106_s02_iris_ds2-lg-0l_02.bmp,280,409,110
u106_s01_iris_ds2-lg-0r_01.bmp,245,374,115
u106_s01_iris_ds2-lg-0r_02.bmp,244,349,107
u106_s02_iris_ds2-lg-0r_01.bmp,243,330,117
u106_s02_iris_ds2-lg-0r_02.bmp,235,315,105
u107_s01_iris_ds2-lg-0l_01.bmp,307,324,120
u107_s01_iris_ds2-lg-0l_02.bmp,287,348,118
u107_s02_iris_ds2-lg-0l_01.bmp,291,310,117
u107_s02_iris_ds2-lg-0l_02.bmp,300,388,118
u107_s01_iris_ds2-lg-0r_01.bmp,255,331,115
u107_s01_iris_ds2-lg-0r_02.bmp,261,320,113
u107_s02_iris_ds2-lg-0r_01.bmp,327,353,117
u107_s02_iris_ds2-lg-0r_02.bmp,260,317,108
u108_s01_iris_ds2-lg-0l_01.bmp,268,290,115
u108_s01_iris_ds2-lg-0l_02.bmp,262,285,113
u108_s02_iris_ds2-lg-0l_01.bmp,277,280,115
u108_s02_iris_ds2-lg-0l_02.bmp,272,278,112
u108_s01_iris_ds2-lg-0r_01.bmp,259,291,112
u108_s01_iris_ds2-lg-0r_02.bmp,253,259,108
u108_s02_iris_ds2-lg-0r_01.bmp,276,312,107
u108_s02_iris_ds2-lg-0r_02.bmp,322,305,108
u109_s01_iris_ds2-lg-0l_01.bmp,360,384,118
u109_s01_iris_ds2-lg-0l_02.bmp,290,400,112
u109_s02_iris_ds2-lg-0l_01.bmp,246,340,113
u109_s02_iris_ds2-lg-0l_02.bmp,312,350,113
u109_s01_iris_ds2-lg-0r_01.bmp,223,320,107
u109_s01_iris_ds2-lg-0r_02.bmp,292,290,110
u109_s02_iris_ds2-lg-0r_01.bmp,304,274,108
u109_s02_iris_ds2-lg-0r_02.bmp,171,251,108
u110_s01_iris_ds2-lg-0l_01.bmp,298,303,120
u110_s01_iris_ds2-lg-0l_02.bmp,268,350,122
u110_s02_iris_ds2-lg-0l_01.bmp,250,370,117
u110_s02_iris_ds2-lg-0l_02.bmp,286,356,118
u110_s01_iris_ds2-lg-0r_01.bmp,275,354,120
u110_s01_iris_ds2-lg-0r_02.bmp,303,354,115
u110_s02_iris_ds2-lg-0r_01.bmp,255,333,113
u110_s02_iris_ds2-lg-0r_02.bmp,272,360,113
u111_s01_iris_ds2-lg-0l_01.bmp,289,296,117
u111_s01_iris_ds2-lg-0l_02.bmp,272,335,110
u111_s02_iris_ds2-lg-0l_01.bmp,235,322,113
u111_s02_iris_ds2-lg-0l_02.bmp,300,272,115
u111_s01_iris_ds2-lg-0r_01.bmp,244,302,108
u111_s01_iris_ds2-lg-0r_02.bmp,276,301,110
u111_s02_iris_ds2-lg-0r_01.bmp,272,309,105
u111_s02_iris_ds2-lg-0r_02.bmp,243,344,107
u112_s01_iris_ds2-lg-0l_01.bmp,291,337,115
u112_s01_iris_ds2-lg-0l_02.bmp,279,347,117
u112_s02_iris_ds2-lg-0l_01.bmp,277,398,110
u112_s02_iris_ds2-lg-0l_02.bmp,313,440,108
u112_s01_iris_ds2-lg-0r_01.bmp,272,340,113
u112_s01_iris_ds2-lg-0r_02.bmp,270,325,112
u112_s02_iris_ds2-lg-0r_01.bmp,258,312,115
u112_s02_iris_ds2-lg-0r_02.bmp,297,309,107
u113_s01_iris_ds2-lg-0l_01.bmp,225,363,110
u113_s01_iris_ds2-lg-0l_02.bmp,281,360,110
u113_s02_iris_ds2-lg-0l_01.bmp,227,373,108
u113_s02_iris_ds2-lg-0l_02.bmp,263,330,112
u113_s01_iris_ds2-lg-0r_01.bmp,217,355,108
u113_s01_iris_ds2-lg-0r_02.bmp,285,343,107
u113_s02_iris_ds2-lg-0r_01.bmp,285,327,107
u113_s02_iris_ds2-lg-0r_02.bmp,270,393,108
u114_s01_iris_ds2-lg-0l_01.bmp,285,350,110
u114_s01_iris_ds2-lg-0l_02.bmp,269,373,112
u114_s02_iris_ds2-lg-0l_01.bmp,285,325,110
u114_s02_iris_ds2-lg-0l_02.bmp,280,345,108
u114_s01_iris_ds2-lg-0r_01.bmp,300,317,108
u114_s01_iris_ds2-lg-0r_02.bmp,307,305,108
u114_s02_iris_ds2-lg-0r_01.bmp,327,367,115
u114_s02_iris_ds2-lg-0r_02.bmp,299,286,108
u115_s01_iris_ds2-lg-0l_01.bmp,266,298,112
u115_s01_iris_ds2-lg-0l_02.bmp,234,332,115
u115_s02_iris_ds2-lg-0l_01.bmp,129,394,110
u115_s02_iris_ds2-lg-0l_02.bmp,230,267,113
u115_s01_iris_ds2-lg-0r_01.bmp,175,333,108
u115_s01_iris_ds2-lg-0r_02.bmp,273,406,108
u115_s02_iris_ds2-lg-0r_01.bmp,129,303,107
u115_s02_iris_ds2-lg-0r_02.bmp,256,373,110
u116_s01_iris_ds2-lg-0l_01.bmp,247,323,123
u116_s01_iris_ds2-lg-0l_02.bmp,258,325,113
u116_s02_iris_ds2-lg-0l_01.bmp,240,469,115
u116_s02_iris_ds2-lg-0l_02.bmp,272,417,108
u116_s01_iris_ds2-lg-0r_01.bmp,243,315,112
u116_s01_iris_ds2-lg-0r_02.bmp,230,295,112
u116_s02_iris_ds2-lg-0r_01.bmp,245,325,112
u116_s02_iris_ds2-lg-0r_02.bmp,255,292,108
u118_s01_iris_ds2-lg-0l_01.bmp,247,331,113
u118_s01_iris_ds2-lg-0l_02.bmp,202,327,118
u118_s02_iris_ds2-lg-0l_01.bmp,250,335,118
u118_s02_iris_ds2-lg-0l_02.bmp,250,338,117
u118_s01_iris_ds2-lg-0r_01.bmp,254,322,113
u118_s01_iris_ds2-lg-0r_02.bmp,241,326,113
u118_s02_iris_ds2-lg-0r_01.bmp,257,300,113
u118_s02_iris_ds2-lg-0r_02.bmp,282,339,113
u119_s01_iris_ds2-lg-0l_01.bmp,294,318,108
u119_s01_iris_ds2-lg-0l_02.bmp,283,287,108
